Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
PRICKLE2	DKFZp686D143		ENSG00000163637
PRICKLE2-AS1			ENSG00000241572
PRICKLE2-AS2			ENSG00000241101
PRICKLE2-AS3			ENSG00000226017
PRICKLE2-DT			ENSG00000244564
PRICKLE3		LMO6	ENSG00000012211
PRICKLE4	OEBT	C6orf49	ENSG00000278224
PRICKLE4	DKFZp761H221	C6orf49	ENSG00000278224
PRIM1			ENSG00000198056
PRIM2		PRIM2A	ENSG00000146143
PRIM2B
PRIM2BP			ENSG00000283453
PRIMA1	PRIMA		ENSG00000175785
PRIMPOL	FLJ33167	CCDC111	ENSG00000164306
PRINS	NCRNA00074
PRKAA1	AMPKa1		ENSG00000132356
PRKAA2	AMPK	PRKAA	ENSG00000162409
PRKAA2	AMPKa2	PRKAA	ENSG00000162409
PRKAB1			ENSG00000111725
PRKAB1-AS1			ENSG00000248636
PRKAB2			ENSG00000131791
PRKACA	PKACa		ENSG00000072062
PRKACB	PKACb		ENSG00000142875
PRKACB-DT			ENSG00000271576
PRKACG	PKACg		ENSG00000165059
PRKAG1			ENSG00000181929
PRKAG2	AAKG		ENSG00000106617
PRKAG2	AAKG2		ENSG00000106617
PRKAG2	H91620p		ENSG00000106617
PRKAG2	WPWS		ENSG00000106617
PRKAG2	CMH6		ENSG00000106617
PRKAG2-AS1			ENSG00000239911
PRKAG2-AS2			ENSG00000242048
PRKAG3			ENSG00000115592
PRKAR1A	CNC1	PRKAR1	ENSG00000108946
PRKAR1A	CNC1	TSE1	ENSG00000108946
PRKAR1A	CNC1	PKR1	ENSG00000108946
PRKAR1A	CNC1	Prkar1alpha	ENSG00000108946
PRKAR1AP1		PRKAR1AP	ENSG00000233401
PRKAR1B			ENSG00000188191
PRKAR1B-AS1			ENSG00000237181
PRKAR1B-AS2			ENSG00000229380
PRKAR2A		PRKAR2	ENSG00000114302
PRKAR2A-AS1			ENSG00000224424
PRKAR2B		PRKAR2	ENSG00000005249
PRKAR2B-AS1			ENSG00000243193
PRKCA	PKCα	PKCA	ENSG00000154229
PRKCA-AS1			ENSG00000264630
PRKCB	PKCβ	PRKCB2	ENSG00000166501
PRKCB	PKCβ	PKCB	ENSG00000166501
PRKCB	PKCβ	PRKCB1	ENSG00000166501
PRKCD			ENSG00000163932
PRKCE			ENSG00000171132
PRKCE-AS1			ENSG00000228481
PRKCE-AS2			ENSG00000232696
PRKCG	PKCC	PKCG	ENSG00000126583
PRKCG	PKCC	SCA14	ENSG00000126583
PRKCG	MGC57564	PKCG	ENSG00000126583
PRKCG	MGC57564	SCA14	ENSG00000126583
PRKCG	PKCγ	PKCG	ENSG00000126583
PRKCG	PKCγ	SCA14	ENSG00000126583
PRKCH	PKC-L	PRKCL	ENSG00000027075
PRKCH	PKCL	PRKCL	ENSG00000027075
PRKCH-AS1			ENSG00000247287
PRKCH-AS2			ENSG00000258926
PRKCI	PKCI	DXS1179E	ENSG00000163558
PRKCIP1			ENSG00000237682
PRKCQ			ENSG00000065675
PRKCQ-AS1	ENST00000414894.1		ENSG00000237943
PRKCSH	VASAP-60	G19P1	ENSG00000130175
PRKCSH	VASAP-60	PCLD	ENSG00000130175
PRKCSH	VASAP-60	PLD1	ENSG00000130175
PRKCSH	GIIB	G19P1	ENSG00000130175
PRKCSH	GIIB	PCLD	ENSG00000130175
PRKCSH	GIIB	PLD1	ENSG00000130175
PRKCSH	PKCSH	G19P1	ENSG00000130175
PRKCSH	PKCSH	PCLD	ENSG00000130175
PRKCSH	PKCSH	PLD1	ENSG00000130175
PRKCSH	80K-H	G19P1	ENSG00000130175
PRKCSH	80K-H	PCLD	ENSG00000130175
PRKCSH	80K-H	PLD1	ENSG00000130175
PRKCSH	AGE-R2	G19P1	ENSG00000130175
PRKCSH	AGE-R2	PCLD	ENSG00000130175
PRKCSH	AGE-R2	PLD1	ENSG00000130175
PRKCSH	GIIbeta	G19P1	ENSG00000130175
PRKCSH	GIIbeta	PCLD	ENSG00000130175
PRKCSH	GIIbeta	PLD1	ENSG00000130175
PRKCSH	GluIIbeta	G19P1	ENSG00000130175
PRKCSH	GluIIbeta	PCLD	ENSG00000130175
PRKCSH	GluIIbeta	PLD1	ENSG00000130175
PRKCZ	PKC2		ENSG00000067606
PRKCZ-AS1	RP11-181G12.2		ENSG00000182873
PRKCZ-DT			ENSG00000226969
PRKD1	PKCM	PRKCM	ENSG00000184304
PRKD1	PKD	PRKCM	ENSG00000184304
PRKD1	PKC-mu	PRKCM	ENSG00000184304
PRKD2	PKD2		ENSG00000105287
PRKD2	HSPC187		ENSG00000105287
PRKD2	DKFZP586E0820		ENSG00000105287
PRKD3	EPK2	PRKCN	ENSG00000115825
PRKD3-DT			ENSG00000232028
PRKDC	DNPK1	HYRC	ENSG00000253729
PRKDC	DNPK1	HYRC1	ENSG00000253729
PRKDC	p350	HYRC	ENSG00000253729
PRKDC	p350	HYRC1	ENSG00000253729
PRKDC	DNAPK	HYRC	ENSG00000253729
PRKDC	DNAPK	HYRC1	ENSG00000253729
PRKDC	XRCC7	HYRC	ENSG00000253729
PRKDC	XRCC7	HYRC1	ENSG00000253729
PRKDC	DNA-PKcs	HYRC	ENSG00000253729
PRKDC	DNA-PKcs	HYRC1	ENSG00000253729
PRKDC	DNAPKc	HYRC	ENSG00000253729
PRKDC	DNAPKc	HYRC1	ENSG00000253729
PRKDC	DNA-PKC	HYRC	ENSG00000253729
PRKDC	DNA-PKC	HYRC1	ENSG00000253729
PRKDC	p460	HYRC	ENSG00000253729
PRKDC	p460	HYRC1	ENSG00000253729
PRKG1	PGK	PRKGR1B	ENSG00000185532
PRKG1	PGK	PRKG1B	ENSG00000185532
PRKG1	PKG	PRKGR1B	ENSG00000185532
PRKG1	PKG	PRKG1B	ENSG00000185532
PRKG1	PKG1	PRKGR1B	ENSG00000185532
PRKG1	PKG1	PRKG1B	ENSG00000185532
PRKG1-AS1	RP11-573I11.2		ENSG00000236671
PRKG2	cGKII		ENSG00000138669
PRKG2	PRKGR2		ENSG00000138669
PRKG2	PKG2		ENSG00000138669
PRKG2-AS1			ENSG00000251059
PRKN	PDJ	PARK2	ENSG00000185345
PRKN	AR-JP	PARK2	ENSG00000185345
PRKN	parkin	PARK2	ENSG00000185345
PRKRA	PACT		ENSG00000180228
PRKRA	RAX		ENSG00000180228
PRKRA	HSD14		ENSG00000180228
PRKRA	DYT16		ENSG00000180228
PRKRAP1
PRKRIP1	C114		ENSG00000128563
PRKRIP1	FLJ13902		ENSG00000128563
PRKRIP1	KRBOX3		ENSG00000128563
PRKX	PKX1		ENSG00000183943
PRKX-AS1			ENSG00000236188
PRKXP1			ENSG00000259205
PRKXP2
PRKY	PRKYP		ENSG00000099725
PRKY	PRKXP3		ENSG00000099725
PRL			ENSG00000172179
PRLH	PRH		ENSG00000071677
PRLHR	PrRPR	GPR10	ENSG00000119973
PRLR			ENSG00000113494
PRM1	CT94.1		ENSG00000175646
PRM2	CT94.2		ENSG00000122304
PRM3			ENSG00000178257
PRMT1	HCP1	HRMT1L2	ENSG00000126457
PRMT1	ANM1	HRMT1L2	ENSG00000126457
PRMT1P1			ENSG00000270706
PRMT2	MGC111373	HRMT1L1	ENSG00000160310
PRMT3		HRMT1L3	ENSG00000185238
PRMT5	SKB1Hs	HRMT1L5	ENSG00000100462
PRMT5	SKB1Hs	SKB1	ENSG00000100462
PRMT5-AS1			ENSG00000237054
PRMT5-DT			ENSG00000257285
PRMT5P1			ENSG00000249004
PRMT6	FLJ10559	HRMT1L6	ENSG00000198890
PRMT7	FLJ10640		ENSG00000132600
PRMT7	KIAA1933		ENSG00000132600
PRMT8		HRMT1L3	ENSG00000111218
PRMT8		HRMT1L4	ENSG00000111218
PRMT9	FLJ46629	PRMT10	ENSG00000164169
PRNCR1		PCAT8	ENSG00000282961
PRND	DPL		ENSG00000171864
PRND	dJ1068H6.4		ENSG00000171864
PRND	DOPPEL		ENSG00000171864
PRND	PrPLP		ENSG00000171864
PRNP	CD230	PRIP	ENSG00000171867
PRNP	CD230	GSS	ENSG00000171867
PRNP	CD230	CJD	ENSG00000171867
PRNP	PRP	PRIP	ENSG00000171867
PRNP	PRP	GSS	ENSG00000171867
PRNP	PRP	CJD	ENSG00000171867
PRNP	AltPrP	PRIP	ENSG00000171867
PRNP	AltPrP	GSS	ENSG00000171867
PRNP	AltPrP	CJD	ENSG00000171867
PRNT	M8		ENSG00000180259
PROB1		C5orf65	ENSG00000228672
PROC			ENSG00000115718
PROCA1	MGC39650		ENSG00000167525
PROCR	EPCR		ENSG00000101000
PROCR	CCD41		ENSG00000101000
PROCR	CD201		ENSG00000101000
PRODH	HSPOX2		ENSG00000100033
PRODH	PRODH1		ENSG00000100033
PRODH	PIG6		ENSG00000100033
PRODH	PRODH2		ENSG00000100033
PRODH	TP53I6		ENSG00000100033
PRODH	POX		ENSG00000100033
PRODH2	HSPOX1		ENSG00000250799
PRODHLP			ENSG00000161132
PROK1	PK1		ENSG00000143125
PROK1	PRK1		ENSG00000143125
PROK1	EGVEGF		ENSG00000143125
PROK1	EG-VEGF		ENSG00000143125
PROK2	PK2		ENSG00000163421
PROK2	BV8		ENSG00000163421
PROK2	MIT1		ENSG00000163421
PROK2	KAL4		ENSG00000163421
PROK2-DT	TCONS_00006091		ENSG00000287131
PROKR1	PKR1	GPR73	ENSG00000169618
PROKR1	ZAQ	GPR73	ENSG00000169618
PROKR1	GPR73a	GPR73	ENSG00000169618
PROKR2	GPR73b	GPR73L1	ENSG00000101292
PROKR2	GPR73b	KAL3	ENSG00000101292
PROKR2	PKR2	GPR73L1	ENSG00000101292
PROKR2	PKR2	KAL3	ENSG00000101292
PROKR2	GPRg2	GPR73L1	ENSG00000101292
PROKR2	GPRg2	KAL3	ENSG00000101292
PROKR2	dJ680N4.3	GPR73L1	ENSG00000101292
PROKR2	dJ680N4.3	KAL3	ENSG00000101292
PROM1	AC133	PROML1	ENSG00000007062
PROM1	AC133	MCDR2	ENSG00000007062
PROM1	AC133	STGD4	ENSG00000007062
PROM1	CD133	PROML1	ENSG00000007062
PROM1	CD133	MCDR2	ENSG00000007062
PROM1	CD133	STGD4	ENSG00000007062
PROM1	RP41	PROML1	ENSG00000007062
PROM1	RP41	MCDR2	ENSG00000007062
PROM1	RP41	STGD4	ENSG00000007062
PROM1	CORD12	PROML1	ENSG00000007062
PROM1	CORD12	MCDR2	ENSG00000007062
PROM1	CORD12	STGD4	ENSG00000007062
PROM2			ENSG00000155066
PROP1			ENSG00000175325
PRORP	MRPP3	KIAA0391	ENSG00000100890
PRORSD1P	Prdxdd1	NCRNA00117	ENSG00000162997
PRORSD1P	Prdxdd1	PRDXDD1P	ENSG00000162997
PRORSD1P	Ybakd1	NCRNA00117	ENSG00000162997
PRORSD1P	Ybakd1	PRDXDD1P	ENSG00000162997
PRORSD1P	ProX	NCRNA00117	ENSG00000162997
PRORSD1P	ProX	PRDXDD1P	ENSG00000162997
PRORSD1P	ProXp-ala	NCRNA00117	ENSG00000162997
PRORSD1P	ProXp-ala	PRDXDD1P	ENSG00000162997
PRORY		CYorf17	ENSG00000183146
PROS1		PROS	ENSG00000184500
PROS2P		PROS2	ENSG00000189002
PROS2P		PROSP	ENSG00000189002
PROSER1	bA50D16.2	C13orf23	ENSG00000120685
PROSER1	FLJ12661	C13orf23	ENSG00000120685
PROSER2	MGC35403	C10orf47	ENSG00000148426
PROSER2-AS1			ENSG00000225778
PROSER3	FLJ30657	C19orf55	ENSG00000167595
PROX1			ENSG00000117707
PROX1-AS1			ENSG00000230461
PROX1-IT1
PROX2	FLJ36749		ENSG00000119608
PROZ	PZ		ENSG00000126231
PRP4K	Prp4	PRPF4B	ENSG00000112739
PRP4K	PR4H	PRPF4B	ENSG00000112739
PRP4K	KIAA0536	PRPF4B	ENSG00000112739
PRP4K	Prp4B	PRPF4B	ENSG00000112739
PRPF3	Prp3	RP18	ENSG00000117360
PRPF3	hPrp3	RP18	ENSG00000117360
PRPF3	SNRNP90	RP18	ENSG00000117360
PRPF4	Prp4p		ENSG00000136875
PRPF4	HPRP4		ENSG00000136875
PRPF4	HPRP4P		ENSG00000136875
PRPF4	PRP4		ENSG00000136875
PRPF4	SNRNP60		ENSG00000136875
PRPF4BP1			ENSG00000224217
PRPF6	TOM	C20orf14	ENSG00000101161
PRPF6	bB152O15.1	C20orf14	ENSG00000101161
PRPF6	ANT-1	C20orf14	ENSG00000101161
PRPF6	U5-102K	C20orf14	ENSG00000101161
PRPF6	Prp6	C20orf14	ENSG00000101161
PRPF6	hPrp6	C20orf14	ENSG00000101161
PRPF6	SNRNP102	C20orf14	ENSG00000101161
PRPF6	RP60	C20orf14	ENSG00000101161
PRPF8	PRPC8	RP13	ENSG00000174231
PRPF8	Prp8	RP13	ENSG00000174231
PRPF8	hPrp8	RP13	ENSG00000174231
PRPF8	SNRNP220	RP13	ENSG00000174231
PRPF18	hPrp18		ENSG00000165630
PRPF19	UBOX4	PRP19	ENSG00000110107
PRPF19	NMP200	PRP19	ENSG00000110107
PRPF19	PSO4	PRP19	ENSG00000110107
PRPF19	hPSO4	PRP19	ENSG00000110107
PRPF19	SNEV	PRP19	ENSG00000110107
PRPF19-DT			ENSG00000257052
PRPF19P1	HsT1682	PRP19P	ENSG00000264685
PRPF19P1	HsT1682	PRPF19P	ENSG00000264685
PRPF31	NY-BR-99	RP11	ENSG00000105618
PRPF31	PRP31	RP11	ENSG00000105618
PRPF31	hPrp31	RP11	ENSG00000105618
PRPF31	SNRNP61	RP11	ENSG00000105618
PRPF31-AS1			ENSG00000237017
PRPF38A	FLJ14936		ENSG00000134748
PRPF38A	Prp38		ENSG00000134748
PRPF38AP1			ENSG00000225053
PRPF38AP2			ENSG00000236582
PRPF38B	FLJ10330		ENSG00000134186
PRPF38B	NET1		ENSG00000134186
PRPF39	FLJ20666		ENSG00000185246
PRPF39	FLJ11128		ENSG00000185246
PRPF39-DT			ENSG00000249163
PRPF40A	FLJ20585	FNBP3	ENSG00000196504
PRPF40A	FBP11	FNBP3	ENSG00000196504
PRPF40A	HYPA	FNBP3	ENSG00000196504
PRPF40A	NY-REN-6	FNBP3	ENSG00000196504
PRPF40A	HIP10	FNBP3	ENSG00000196504
PRPF40A	FBP-11	FNBP3	ENSG00000196504
PRPF40A	FLAF1	FNBP3	ENSG00000196504
PRPF40A	Prp40	FNBP3	ENSG00000196504
PRPF40B	HYPC		ENSG00000110844
PRPH	PRPH1	NEF4	ENSG00000135406
PRPH2	TSPAN22	RP7	ENSG00000112619
PRPH2	TSPAN22	RDS	ENSG00000112619
PRPH2	rd2	RP7	ENSG00000112619
PRPH2	rd2	RDS	ENSG00000112619
PRPH2	CACD2	RP7	ENSG00000112619
PRPH2	CACD2	RDS	ENSG00000112619
PRPS1	CMTX5	DFN2	ENSG00000147224
PRPS1	DFNX1	DFN2	ENSG00000147224
PRPS1	PRS-I	DFN2	ENSG00000147224
PRPS1	PPRibP	DFN2	ENSG00000147224
PRPS1L1	PRPS3	PRPSL	ENSG00000229937
PRPS1P1			ENSG00000226847
PRPS1P2		PRPS1L2	ENSG00000232630
PRPS2			ENSG00000101911
PRPSAP1	PAP39		ENSG00000161542
PRPSAP2	PAP41		ENSG00000141127
PRR3	CAT56		ENSG00000204576
PRR3	Em:AB014077.1		ENSG00000204576
PRR3	Em:AB023052.2		ENSG00000204576
PRR3P1			ENSG00000223398
PRR4	LPRP	PROL4	ENSG00000111215
PRR5	PP610		ENSG00000186654
PRR5	FLJ20185k		ENSG00000186654
PRR5	Protor-1.		ENSG00000186654
PRR5	PROTOR1		ENSG00000186654
PRR5-ARHGAP8			ENSG00000248405
PRR5L	FLJ14213		ENSG00000135362
PRR5L	PROTOR-2		ENSG00000135362
PRR7	MGC10772		ENSG00000131188
PRR7-AS1			ENSG00000246334
PRR9			ENSG00000203783
PRR11	FLJ11029		ENSG00000068489
PRR11-AS1	AC099850.3		ENSG00000265415
PRR11-AS1	AC099850.4		ENSG00000265415
PRR11-AS1	lnc-SKA2-1		ENSG00000265415
PRR11-AS1	CTD-2510F5.4		ENSG00000265415
PRR11P1			ENSG00000271162
PRR12		KIAA1205	ENSG00000126464
PRR13	FLJ23818		ENSG00000205352
PRR13	DKFZP564J157		ENSG00000205352
PRR13P1			ENSG00000232824
PRR13P2			ENSG00000254884
PRR13P3			ENSG00000271412
PRR13P4			ENSG00000264971
PRR13P5			ENSG00000187534
PRR13P6
PRR13P7			ENSG00000271202
PRR14	MGC3121		ENSG00000156858
PRR14L	MGC50372	C22orf30	ENSG00000183530
PRR15			ENSG00000176532
PRR15-DT	AC007255.8		ENSG00000223813
PRR15L	MGC11242	ATAD4	ENSG00000167183
PRR16	DSC54		ENSG00000184838
PRR18	MGC35308		ENSG00000176381
PRR19	MGC70924		ENSG00000188368
PRR20A	FLJ40296	PRR20	ENSG00000204919
PRR20B			ENSG00000204918
PRR20C			ENSG00000229665
PRR20D			ENSG00000227151
PRR20E			ENSG00000234278
PRR20FP	PRR20F		ENSG00000271140
PRR20G			ENSG00000239620
PRR21
PRR22	MGC24975		ENSG00000212123
PRR23A			ENSG00000206260
PRR23B	FLJ46116		ENSG00000184814
PRR23C	FLJ46210		ENSG00000233701
PRR23D1			ENSG00000255251
PRR23D2			ENSG00000255378
PRR23D3P			ENSG00000254776
PRR23E	FLJ40141	C3orf56	ENSG00000214324
PRR23E2P			ENSG00000243016
PRR25	gs64
PRR27		C4orf40	ENSG00000187533
PRR29	FLJ11724	C17orf72	ENSG00000224383
PRR29	DKFZp761M2312	C17orf72	ENSG00000224383
PRR29-AS1			ENSG00000264954
PRR30	MGC44505	C2orf53	ENSG00000186143
PRR32		CXorf64	ENSG00000183631
PRR33	LOC728008	C11orf89	ENSG00000283787
PRR34	FLJ10945	C22orf26	ENSG00000182257
PRR35		C16orf11	ENSG00000161992
PRR36			ENSG00000183248
PRRC1	FLJ32875		ENSG00000164244
PRRC2A	G2	BAT2	ENSG00000204469
PRRC2A	D6S51E	BAT2	ENSG00000204469
PRRC2B	MGC10526	KIAA0515	ENSG00000288701
PRRC2B	MGC10526	BAT2L	ENSG00000288701
PRRC2B	MGC10526	BAT2L1	ENSG00000288701
PRRC2B	LQFBS-1	KIAA0515	ENSG00000288701
PRRC2B	LQFBS-1	BAT2L	ENSG00000288701
PRRC2B	LQFBS-1	BAT2L1	ENSG00000288701
PRRC2C	KIAA1096	BAT2D1	ENSG00000117523
PRRC2C	KIAA1096	BAT2L2	ENSG00000117523
PRRC2C	XTP2	BAT2D1	ENSG00000117523
PRRC2C	XTP2	BAT2L2	ENSG00000117523
PRRC2CP1	BAT2D1P1	BAT2L2P1	ENSG00000216777
PRRG1	PRGP1		ENSG00000130962
PRRG2	PRGP2		ENSG00000126460
PRRG3	TMG3		ENSG00000130032
PRRG4	TMG4		ENSG00000135378
PRRT1	NG5	C6orf31	ENSG00000204314
PRRT1	IFITMD7	C6orf31	ENSG00000204314
PRRT1	DSPD1	C6orf31	ENSG00000204314
PRRT1	SynDIG4	C6orf31	ENSG00000204314
PRRT1B	IFITMD8		ENSG00000283526
PRRT1B	DSPD2		ENSG00000283526
PRRT2	FLJ25513	ICCA	ENSG00000167371
PRRT2	FLJ25513	DYT10	ENSG00000167371
PRRT2	DKFZp547J199	ICCA	ENSG00000167371
PRRT2	DKFZp547J199	DYT10	ENSG00000167371
PRRT2	IFITMD1	ICCA	ENSG00000167371
PRRT2	IFITMD1	DYT10	ENSG00000167371
PRRT2	FICCA	ICCA	ENSG00000167371
PRRT2	FICCA	DYT10	ENSG00000167371
PRRT2	DSPB3	ICCA	ENSG00000167371
PRRT2	DSPB3	DYT10	ENSG00000167371
PRRT2	PKC	ICCA	ENSG00000167371
PRRT2	PKC	DYT10	ENSG00000167371
PRRT2	EKD1	ICCA	ENSG00000167371
PRRT2	EKD1	DYT10	ENSG00000167371
PRRT3	FLJ33674		ENSG00000163704
PRRT3-AS1			ENSG00000230082
PRRT4			ENSG00000224940
PRRX1	PHOX1	PMX1	ENSG00000116132
PRRX2	PRX2		ENSG00000167157
PRRX2	PMX2		ENSG00000167157
PRRX2-AS1			ENSG00000236024
PRS		MRXS2
PRSM2
PRSS1		TRY1	ENSG00000204983
PRSS2	TRY2		ENSG00000275896
PRSS3	TRY3	PRSS4	ENSG00000010438
PRSS3	TRY4	PRSS4	ENSG00000010438
PRSS3P1	TRY5		ENSG00000250591
PRSS3P2	TRY6
PRSS3P3	TRY3		ENSG00000277083
PRSS3P4			ENSG00000204982
PRSS3P5	TRY7		ENSG00000282565
PRSS8	CAP1		ENSG00000052344
PRSS12	BSSP-3		ENSG00000164099
PRSS12	MRT1		ENSG00000164099
PRSS16	TSSP		ENSG00000112812
PRSS21	ESP-1		ENSG00000007038
PRSS21	TEST1		ENSG00000007038
PRSS22	hBSSP-4		ENSG00000005001
PRSS22	BSSP-4		ENSG00000005001
PRSS22	SP001LA		ENSG00000005001
PRSS23	SPUVE		ENSG00000150687
PRSS23	SIG13		ENSG00000150687
PRSS23-AS1			ENSG00000255471
PRSS27	MPN		ENSG00000172382
PRSS27	CAPH2		ENSG00000172382
PRSS29P	Isp2		ENSG00000196364
PRSS30P	Disp	TMPRSS8	ENSG00000172460
PRSS30P	Disp	TMPRSS8P	ENSG00000172460
PRSS30P	MGC5228	TMPRSS8	ENSG00000172460
PRSS30P	MGC5228	TMPRSS8P	ENSG00000172460
PRSS33	EOS		ENSG00000103355
PRSS35	MGC46520	C6orf158	ENSG00000146250
PRSS35	dJ223E3.1	C6orf158	ENSG00000146250
PRSS36	FLJ90661		ENSG00000178226
PRSS37			ENSG00000165076
PRSS38	MPN2		ENSG00000185888
PRSS40A	TISP43		ENSG00000183292
PRSS40B			ENSG00000184761
PRSS41	TESSP1		ENSG00000215148
PRSS42P	TESSP2	PRSS42	ENSG00000178055
PRSS43P	TESSP3	PRSS43	ENSG00000286651
PRSS44P	TESSP4	PRSS44	ENSG00000226074
PRSS45P	TESSP5	PRSS45	ENSG00000188086
PRSS45P	TESPL	PRSS45	ENSG00000188086
PRSS46P	TESSP6	PRSS46	ENSG00000261603
PRSS47P		PRSS47	ENSG00000276717
PRSS48	ESSPL		ENSG00000189099
PRSS50	TSP50		ENSG00000283706
PRSS50	CT20		ENSG00000283706
PRSS51			ENSG00000253649
PRSS52P			ENSG00000285237
PRSS53	POL3S		ENSG00000151006
PRSS54	FLJ25339		ENSG00000103023
PRSS54	KLKBL4		ENSG00000103023
PRSS54	CT67		ENSG00000103023
PRSS55	T-SP1		ENSG00000184647
PRSS55	UNQ9391		ENSG00000184647
PRSS55	CT153		ENSG00000184647
PRSS56			ENSG00000237412
PRSS57	UNQ782	PRSSL1	ENSG00000185198
PRSS58	TRYX3		ENSG00000258223
PRSS59P	TRY2P		ENSG00000186163
PRSS59P	Tryx5		ENSG00000186163
PRTFDC1	HHGP		ENSG00000099256
PRTG	FLJ25756		ENSG00000166450
PRTG	IGDCC5		ENSG00000166450
PRTN3	PR-3		ENSG00000196415
PRTN3	ACPA		ENSG00000196415
PRTN3	C-ANCA		ENSG00000196415
PRTN3	AGP7		ENSG00000196415
PRTN3	MBT		ENSG00000196415
PRTN3	P29		ENSG00000196415
PRUNE1	DRES-17	PRUNE	ENSG00000143363
PRUNE1	HTCD37	PRUNE	ENSG00000143363
PRUNE1	H-PRUNE	PRUNE	ENSG00000143363
PRUNE1P1		PRUNEP1	ENSG00000234706
PRUNE2	BMCC1	C9orf65	ENSG00000106772
PRUNE2	BMCC1	KIAA0367	ENSG00000106772
PRUNE2	BNIPXL	C9orf65	ENSG00000106772
PRUNE2	BNIPXL	KIAA0367	ENSG00000106772
PRUNE2	A214N16.3	C9orf65	ENSG00000106772
PRUNE2	A214N16.3	KIAA0367	ENSG00000106772
PRUNE2	bA214N16.3	C9orf65	ENSG00000106772
PRUNE2	bA214N16.3	KIAA0367	ENSG00000106772
PRX	KIAA1620		ENSG00000105227
PRXL2A	MGC4248	C10orf58	ENSG00000122378
PRXL2A	MGC4248	FAM213A	ENSG00000122378
PRXL2A	PAMM	C10orf58	ENSG00000122378
PRXL2A	PAMM	FAM213A	ENSG00000122378
PRXL2A	Adrx	C10orf58	ENSG00000122378
PRXL2A	Adrx	FAM213A	ENSG00000122378
PRXL2AP1		FAM213AP1	ENSG00000257220
PRXL2AP2		FAM213AP2	ENSG00000254213
PRXL2B	MGC26818	C1orf93	ENSG00000157870
PRXL2B	MGC26818	FAM213B	ENSG00000157870
PRXL2C		C9orf21	ENSG00000158122
PRXL2C		AAED1	ENSG00000158122
PRXL2CP1			ENSG00000237963
PRY	PTPN13LY		ENSG00000169789
PRY	PRY1		ENSG00000169789
PRY2	PTPN13LY2		ENSG00000169807
PRYP1		PRYP7	ENSG00000224166
PRYP1		PRY4P	ENSG00000224166
PRYP2			ENSG00000231311
PRYP3			ENSG00000169763
PRYP4			ENSG00000172283
PRYP5			ENSG00000233546
PRYP6			ENSG00000248573
PSAP		SAP1	ENSG00000197746
PSAP		GLBA	ENSG00000197746
PSAP		SAP2	ENSG00000197746
PSAPL1			ENSG00000178597
PSAT1	PSA		ENSG00000135069
PSAT1	PSAT		ENSG00000135069
PSAT1P1		C8orf62	ENSG00000253810
PSAT1P2			ENSG00000232144
PSAT1P3			ENSG00000230787
PSAT1P4			ENSG00000224962
PSCA	lncPSCA		ENSG00000167653
PSD	KIAA2011		ENSG00000059915
PSD	TYL		ENSG00000059915
PSD	PSD1		ENSG00000059915
PSD	EFA6A		ENSG00000059915
PSD	EFA6		ENSG00000059915
PSD2	DKFZp761B0514		ENSG00000146005
PSD2	EFA6C		ENSG00000146005
PSD2-AS1			ENSG00000249131
PSD3	KIAA0942		ENSG00000156011
PSD3	HCA67		ENSG00000156011
PSD3	EFA6R		ENSG00000156011
PSD3	DKFZp761K1423		ENSG00000156011
PSD3	EFA6D		ENSG00000156011
PSD3-AS1			ENSG00000187229
PSD4	TIC		ENSG00000125637
PSD4	EFA6B		ENSG00000125637
PSEN1	FAD	AD3	ENSG00000080815
PSEN1	S182	AD3	ENSG00000080815
PSEN1	PS1	AD3	ENSG00000080815
PSEN1	PS-1	AD3	ENSG00000080815
PSEN1	PSNL1	AD3	ENSG00000080815
PSEN2	AD3L	AD4	ENSG00000143801
PSEN2	STM2	AD4	ENSG00000143801
PSEN2	PS2	AD4	ENSG00000143801
PSEN2	PS-2	AD4	ENSG00000143801
PSEN2	E5-1	AD4	ENSG00000143801
PSENEN	PEN2		ENSG00000205155
PSF1
PSF2
PSF3
PSF4
PSG1	PSGGA	PSBG1	ENSG00000231924
PSG1	CD66f	PSBG1	ENSG00000231924
PSG1	PBG1	PSBG1	ENSG00000231924
PSG2	PSGGB	PSBG2	ENSG00000242221
PSG2	PSG1	PSBG2	ENSG00000242221
PSG2	CEA	PSBG2	ENSG00000242221
PSG3			ENSG00000221826
PSG4			ENSG00000243137
PSG5	FL-NCA-3		ENSG00000204941
PSG5	PSG		ENSG00000204941
PSG6			ENSG00000170848
PSG7			ENSG00000221878
PSG8			ENSG00000124467
PSG8-AS1			ENSG00000225877
PSG9	PSGII	PSG11	ENSG00000183668
PSG10P		PSG12	ENSG00000248257
PSG10P		PSG10	ENSG00000248257
PSG11	MGC22484	PSG13	ENSG00000243130
PSG11	MGC22484	PSG14	ENSG00000243130
PSG11-AS1	AC004784.1		ENSG00000282943
PSG11-AS1	CTC-490G23.6		ENSG00000282943
PSIP1	p52	PSIP2	ENSG00000164985
PSIP1	LEDGF	PSIP2	ENSG00000164985
PSIP1	p75	PSIP2	ENSG00000164985
PSIP1	DFS70	PSIP2	ENSG00000164985
PSIP1P1		PSIP1P	ENSG00000234297
PSIP1P2
PSKH1			ENSG00000159792
PSKH2			ENSG00000147613
